sr,isin,is_equity,nse_symbol,bse_code,bse_ticker,company_name,listed_on,segment,nse_series,bse_group,bse_status
2808,INE0FW001016,Y,MARKOLINES,543364,MARKOLINES,Markolines Pavement Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2809,INE750C01026,Y,MARKSANS,524404,MARKSANS,Marksans Pharma Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2810,INE415B01044,Y,MARSONS,517467,MARSONS,Marsons Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2811,INE0X7G01013,Y,MARUSHIKA,,,Marushika Technology Limited,NSE only,NSE SME (Emerge),SM,,
2812,INE585B01010,Y,MARUTI,532500,MARUTI,Maruti Suzuki India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2813,INE348L01012,Y,MASFIN,540749,MASFIN,MAS Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2814,INE885F01015,Y,MASKINVEST,,,Mask Investments Limited,NSE only,NSE Mainboard,EQ,,
2815,INE0SH001010,Y,MASON,,,Mason Infratech Limited,NSE only,NSE SME (Emerge),SM,,
2816,INE759A01021,Y,MASTEK,523704,MASTEK,Mastek Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2817,INE0OJM01017,Y,MASTER,,,Master Components Limited,NSE only,NSE SME (Emerge),SM,,
2818,INE677D01037,Y,MASTERTR,511768,MASTERTR,Master Trust Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2819,INE866R01028,Y,MATRIMONY,540704,MATRIMONY,Matrimony.Com Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2820,INE636A01039,Y,MAWANASUG,523371,MAWANASUG,Mawana Sugars Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2821,INE03EI01018,Y,MAXESTATES,544008,MAXESTATES,Max Estates Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2822,INE485D01043,Y,,521167,MAXGROW,MAXGROW INDIA LIMITED,BSE only,BSE Equity,,XT,Active
2823,INE027H01010,Y,MAXHEALTH,543220,MAXHEALTH,Max Healthcare Institute Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2824,INE393F01010,Y,,534338,MAXHEIGHTS,Max heights Infrastucture Ltd,BSE only,BSE Equity,,X,Active
2825,INE544W01021,Y,,540401,MAXIMUS,Maximus International Limited,BSE only,BSE Equity,,X,Active
2826,INE0CG601016,Y,MAXIND,543223,MAXIND,Max India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2827,INE0ECC01022,Y,MAXPOSURE,,,Maxposure Limited,NSE only,NSE SME (Emerge),SM,,
2828,INE10A501018,Y,MAXVOLT,,,Maxvolt Energy Industries Limited,NSE only,NSE SME (Emerge),ST,,
2829,INE0ZTO01018,Y,MAYASHEEL,,,Mayasheel Ventures Limited,NSE only,NSE SME (Emerge),SM,,
2830,INE799E01011,Y,,531680,MAYUR,Mayur Leather Products Ltd.,BSE only,BSE Equity,,X,Active
2831,INE262W01012,Y,,531221,MAYURFL,Mayur Floorings Ltd.,BSE only,BSE Equity,,XT,Active
2832,INE040D01038,Y,MAYURUNIQ,522249,MAYURUNIQ,Mayur Uniquoters Ltd,NSE+BSE,NSE Mainboard,EQ,B,Active
2833,INE885E01042,Y,MAZDA,523792,MAZDA,Mazda Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2834,INE249Z01020,Y,MAZDOCK,543237,MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2835,INE900L01028,Y,MBAPL,,,Madhya Bharat Agro Products Limited,NSE only,NSE Mainboard,EQ,,
2836,INE08N601015,Y,MBEL,544470,MBEL,M & B Engineering Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2837,INE912H01013,Y,MBLINFRA,533152,MBLINFRA,MBL Infrastructure Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2838,INE435D01014,Y,MCCHRLS-B,507836,MCCHRLS-B,Mac Charles India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2839,INE0R5Z01015,Y,,544106,MCFL,Mayank Cattle Food Limited,BSE only,BSE Equity,,MT,Active
2840,INE813V01022,Y,MCL,,,M TEK COPPER LIMITED,NSE only,NSE Mainboard,EQ,,
2841,INE942G01012,Y,MCLEODRUSS,532654,MCLEODRUSS,Mcleod Russel India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2842,INE613C01026,Y,MCLOUD,538891,MCLOUD,Magellanic Cloud Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2843,INE410E01015,Y,,511401,MCLTD,MUNOTH COMMUNICATION LIMITED,BSE only,BSE Equity,,X,Active
2844,INE0O4M01019,Y,MCON,,,Mcon Rasayan India Limited,NSE only,NSE SME (Emerge),SM,,
2845,INE0A6N01026,Y,,544073,MCPL,Manoj Ceramic Limited,BSE only,BSE Equity,,M,Active
2846,INE745G01043,Y,MCX,534091,MCX,Multi Commodity Exchange of India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2847,INE575Z01010,Y,MDL,,,Marvel Decor Limited,NSE only,NSE SME (Emerge),ST,,
2848,INE1HK501016,Y,,544673,MDRC,MODERN DIAGNOSTIC & RESEARCH CENTRE LIMITED,BSE only,BSE Equity,,M,Active
2849,INE001F01019,Y,,513303,MDRNSTL,Modern Steels Limited,BSE only,BSE Equity,,X,Active
2850,INE250S01015,Y,,539762,MEAPL,MODERN ENGINEERING AND PROJECTS LIMITED,BSE only,BSE Equity,,X,Active
2851,INE474Q01031,Y,MEDANTA,543654,MEDANTA,Global Health Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2852,INE828I01019,Y,,503685,MEDIAONE,Mediaone Global Entertainment Limited,BSE only,BSE Equity,,Z,Active
2853,INE456Z01021,Y,MEDIASSIST,544088,MEDIASSIST,Medi Assist Healthcare Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2854,INE646B01010,Y,MEDICAMEQ,531146,MEDICAMEQ,Medicamen Biotech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2855,INE442D01010,Y,,523144,MEDICAPQ,Medi-Caps Ltd.,BSE only,BSE Equity,,X,Active
2856,INE630Y01024,Y,MEDICO,540937,MEDICO,Medico Remedies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2857,INE0PE401018,Y,MEDIORG,,,Medicamen Organics Limited,NSE only,NSE SME (Emerge),SM,,
2858,INE0UOY01019,Y,MEDISTEP,,,Medistep Healthcare Limited,NSE only,NSE SME (Emerge),SM,,
2859,INE804L01022,Y,MEDPLUS,543427,MEDPLUS,Medplus Health Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2860,INE208H01016,Y,,544831,MEEIND,MEENAKSHI INDIA LIMITED,BSE only,BSE Equity,,B,Active
2861,INE721V01019,Y,,512505,MEENST,Meenakshi Steel Industries Ltd.,BSE only,BSE Equity,,Z,Active
2862,INE343X01026,Y,,540519,MEERA,Meera Industries Limited,BSE only,BSE Equity,,B,Active
2863,INE0VDM01015,Y,MEESHO,544632,MEESHO,Meesho Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2864,INE186C01023,Y,,531176,MEFCOMCAP,Mefcom Capital Markets Ltd.,BSE only,BSE Equity,,X,Active
2865,INE804B01023,Y,,531417,MEGACOR,Mega Corporation Ltd,BSE only,BSE Equity,,XT,Active
2866,INE0G1D01014,Y,MEGAFLEX,,,Mega Flex Plastics Limited,NSE only,NSE SME (Emerge),SM,,
2867,INE317D01014,Y,,523888,MEGAMONT,MEGAMONT LIMITED,BSE only,BSE Equity,,XT,Active
2868,INE00EM01016,Y,MEGASTAR,541352,MEGASTAR,Megastar Foods Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2869,INE531R01010,Y,MEGATHERM,,,Megatherm Induction Limited,NSE only,NSE SME (Emerge),SM,,
2870,INE756R01013,Y,,539012,MEGRISOFT,Megri Soft Limited,BSE only,BSE Equity,,X,Active
2871,INE062Y01020,Y,,540730,MEHAI,Mehai Technology  Limited,BSE only,BSE Equity,,X,Active
2872,INE240B01012,Y,,511377,MEHIF,Mehta Integrated Finance Ltd.,BSE only,BSE Equity,,X,Active
2873,INE241B01010,Y,,511738,MEHSECU,Mehta Securities Ltd.,BSE only,BSE Equity,,X,Active
2874,INE1KH601014,Y,,544472,MEHUL,MEHUL COLOURS LIMITED,BSE only,BSE Equity,,M,Active
2875,INE0PKD01011,Y,MEIL,544492,MEIL,Mangal Electrical Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2876,INE148B01033,Y,,531127,MENAMANI,MENA MANI INDUSTRIES LIMITED,BSE only,BSE Equity,,XT,Active
2877,INE650G01029,Y,MENNPIS,531727,MENNPIS,Menon Pistons Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2878,INE071D01033,Y,MENONBE,523828,MENONBE,Menon Bearings Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2879,INE776I01010,Y,MEP,539126,MEP,MEP Infrastructure Developers Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
2880,INE689O01013,Y,MERCANTILE,538942,MERCANTILE,Mercantile Ventures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2881,INE319T01016,Y,,512415,MERCTRD,Mercury Trade Links Ltd.,BSE only,BSE Equity,,X,Active
2882,INE763M01028,Y,MERCURYEV,531357,MERCURYEV,Mercury Ev-Tech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2883,INE947G01011,Y,,538964,MERCURYLAB,Mercury Laboratories Limited,BSE only,BSE Equity,,X,Active
2884,INE958L01034,Y,,534535,META,STRING METAVERSE LIMITED,BSE only,BSE Equity,,T,Active
2885,INE162901016,Y,,544441,METAINFO,META INFOTECH LIMITED,BSE only,BSE Equity,,MT,Active
2886,INE161E01014,Y,,531810,METALCO,Metal Coatings (India) Ltd.,BSE only,BSE Equity,,X,Active
2887,INE1II801013,Y,METALIC,,,Metalic Technoforge Limited,NSE only,NSE SME (Emerge),SM,,
2888,INE0QZR01017,Y,,544637,METHODHUB,Methodhub Software Limited,BSE only,BSE Equity,,M,Active
2889,INE317I01021,Y,METROBRAND,543426,METROBRAND,Metro Brands Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2890,INE085D01033,Y,METROGLOBL,500159,METROGLOBL,Metroglobal Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2891,INE112L01020,Y,METROPOLIS,542650,METROPOLIS,Metropolis Healthcare Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2892,INE318N01011,Y,,538401,METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,BSE only,BSE Equity,,X,Active
2893,INE244C01020,Y,,526622,MFLINDIA,MFL India Ltd,BSE only,BSE Equity,,X,Active
2894,INE0US801024,Y,MFML,544233,MFML,Mahalaxmi Fabric Mills Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2895,INE614F01019,Y,,513721,MFSINTRCRP,MFS Intercorp Limited,BSE only,BSE Equity,,X,Active
2896,INE180A01020,Y,MFSL,500271,MFSL,Max Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2897,INE0APB01032,Y,MGEL,544273,MGEL,Mangalam Global Enterprise Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2898,INE368C01019,Y,,531319,MGIL,MARUTI GLOBAL INDUSTRIES LIMITED,BSE only,BSE Equity,,X,Active
2899,INE002S01010,Y,MGL,539957,MGL,Mahanagar Gas Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2900,INE132901013,Y,MGSL,,,Matrix Geo Solutions Limited,NSE only,NSE SME (Emerge),SM,,
2901,INE957U01011,Y,,540150,MHEL,Mewar Hi-Tech Engineering Limited,BSE only,BSE Equity,,MT,Active
2902,INE450S01011,Y,MHHL,,,Mohini Health & Hygiene Limited,NSE only,NSE SME (Emerge),SM,,
2903,INE112D01035,Y,MHLXMIRU,514450,MHLXMIRU,Mahalaxmi Rubtech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2904,INE998I01010,Y,MHRIL,533088,MHRIL,Mahindra Holidays & Resorts India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2905,INE007G01014,Y,,526795,MHSGRMS,Mahasagar Travels Ltd.,BSE only,BSE Equity,,ZP,Active
2906,INE287C01037,Y,MICEL,532850,MICEL,MIC Electronics Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2907,INE0PZK01014,Y,MICROPRO,,,Micropro Software Solutions Limited,NSE only,NSE SME (Emerge),SM,,
2908,INE809F01015,Y,,523343,MICROSE,Microse India Limited,BSE only,BSE Equity,,XT,Active
2909,INE033E01015,Y,,526251,MIDEASTP,Mid East Portfolio Management Ltd.,BSE only,BSE Equity,,XT,Active
2910,INE099Z01011,Y,MIDHANI,541195,MIDHANI,Mishra Dhatu Nigam Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2911,INE401C01018,Y,,500277,MIDINDIA,Mid India Industries Limited,BSE only,BSE Equity,,X,Active
2912,INE046M01036,Y,,531597,MIDPOLY,Midland Polymers Ltd.,BSE only,BSE Equity,,XT,Active
2913,INE0XAD01024,Y,MIDWESTLTD,544587,MIDWESTLTD,Midwest Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2914,INE0R3101011,Y,MIEL,,,Manglam Infra & Engineering Limited,NSE only,NSE SME (Emerge),SM,,
2915,INE779Q01017,Y,,538895,MIHIKA,Mihika Industries Ltd.,BSE only,BSE Equity,,X,Active
2916,INE898Q01015,Y,,538668,MIIL,Meghna Infracon Infrastructure Limited,BSE only,BSE Equity,,B,Active
2917,INE858Q01019,Y,,539938,MIL,Medico Intercontinental Limited,BSE only,BSE Equity,,X,Active
2918,INE424Z01011,Y,,541337,MILEFUR,Milestone Furniture Limited,BSE only,BSE Equity,,MT,Active
2919,INE151H01018,Y,,531338,MILESTONE,Milestone Global Limited,BSE only,BSE Equity,,X,Active
2920,INE570N01025,Y,,511187,MILLENNIUM,Millennium Online Solutions (India) Ltd,BSE only,BSE Equity,,X,Active
2921,INE1SRC01010,Y,,544826,MILLWORKS,MILLWORKS TECHNOLOGIES LIMITED,BSE only,BSE Equity,,M,Active
2922,INE376Y01016,Y,MILTON,,,Milton Industries Limited,NSE only,NSE SME (Emerge),SM,,
2923,INE097E01028,Y,,522235,MINALIND,Minal Industries Limited,BSE only,BSE Equity,,X,Active
2924,INE952C01028,Y,,531456,MINAXI,Minaxi Textiles Ltd.,BSE only,BSE Equity,,X,Active
2925,INE842C01021,Y,MINDACORP,538962,MINDACORP,Minda Corporation Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2926,INE00RQ01019,Y,MINDPOOL,,,Mindpool Technologies Limited,NSE only,NSE SME (Emerge),SM,,
2927,INE110B01017,Y,MINDTECK,517344,MINDTECK,Mindteck (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2928,INE281E01028,Y,,523373,MINID,Mini Diamonds (India) Ltd.,BSE only,BSE Equity,,X,Active
2929,INE514C01026,Y,,532164,MINOLTAF,Minolta Finance Ltd.,BSE only,BSE Equity,,X,Active
2930,INE771A01026,Y,MIRZAINT,526642,MIRZAINT,Mirza International Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2931,INE0QI101019,Y,,544015,MISHDESIGN,Mish Designs Limited,BSE only,BSE Equity,,M,Active
2932,INE540S01019,Y,,539220,MISHKA,Mishka Exim Limited,BSE only,BSE Equity,,X,Active
2933,INE094S01041,Y,,539594,MISHTANN,Mishtann Foods Limited,BSE only,BSE Equity,,X,Active
2934,INE957W01025,Y,,542801,MISQUITA,Misquita Engineering Limited,BSE only,BSE Equity,,M,Active
2935,INE828O01033,Y,MITCON,,,MITCON Consultancy & Engineering Services Limited,NSE only,NSE Mainboard,BE,,
2936,INE844D01017,Y,,523782,MITSHI,Mitshi India Limited,BSE only,BSE Equity,,X,Active
2937,INE317V01016,Y,,540078,MITSU,Mitsu Chem Plast Limited,BSE only,BSE Equity,,X,Active
2938,INE997Y01027,Y,MITTAL,,,Mittal Life Style Limited,NSE only,NSE Mainboard,EQ,,
2939,INE833Q01012,Y,,544575,MITTALSTL,Mittal Sections Limited,BSE only,BSE Equity,,M,Active
2940,INE338P01014,Y,,522036,MIVENMACH,Miven Machine Tools Ltd.,BSE only,BSE Equity,,X,Active
2941,INE681K01026,Y,,531537,MIZVEN,MIZZEN VENTURES LIMITED,BSE only,BSE Equity,,X,Active
2942,INE227F01010,Y,,538890,MKEXIM,M. K. Exim (India) Ltd.,BSE only,BSE Equity,,X,Active
2943,INE964W01021,Y,MKPL,543919,MKPL,M K Proteins Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2944,INE676G01024,Y,,521244,MKPMOB,MKP Mobility Limited,BSE only,BSE Equity,,X,Active
2945,INE944C01017,Y,,526891,MKTCREAT,Market Creators Ltd.,BSE only,BSE Equity,,X,Active
2946,INE874A01010,Y,,514238,MKVENTURES,MKVENTURES CAPITAL LIMITED,BSE only,BSE Equity,,X,Active
2947,INE808W01012,Y,,512153,MLINDLTD,M LAKHAMSI INDUSTRIES LIMITED,BSE only,BSE Equity,,XT,Active
2948,INE588G01021,Y,,507621,MLKFOOD,Milkfood Ltd.,BSE only,BSE Equity,,X,Active
2949,INE0XM301010,Y,MMEL,,,Moving Media Entertainment Limited,NSE only,NSE SME (Emerge),ST,,
2950,INE227C01017,Y,MMFL,522241,MMFL,MM Forgings Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2951,INE340O01021,Y,,535910,MMLF,Money Masters Leasing & Finance Limited,BSE only,BSE Equity,,B,Active
2952,INE511Y01018,Y,MMP,,,MMP Industries Limited,NSE only,NSE Mainboard,EQ,,
2953,INE159E01026,Y,,509196,MMRUBBR-B,M.M. Rubber Company Ltd.,BSE only,BSE Equity,,X,Active
2954,INE123F01029,Y,MMTC,513377,MMTC,MMTC Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2955,INE200D01020,Y,MMWL,512267,MMWL,Media Matrix Worldwide Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2956,INE0UH001016,Y,,544623,MNFL,Mother Nutri Foods Limited,BSE only,BSE Equity,,M,Active
2957,INE216Q01010,Y,,539767,MNIL,Mega Nirman & Industries Limited,BSE only,BSE Equity,,X,Active
2958,INE798E01013,Y,,507938,MNPLFIN,Manipal Finance Corporation Ltd.,BSE only,BSE Equity,,P,Active
2959,INE622Q01027,Y,,539682,MOBAVENUE,Mobavenue AI Tech Limited,BSE only,BSE Equity,,X,Active
2960,INE0HLU01028,Y,MOBIKWIK,544305,MOBIKWIK,One Mobikwik Systems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2961,INE1YNB01019,Y,MOBILISE,,,Mobilise App Lab Limited,NSE only,NSE SME (Emerge),ST,,
2962,INE617B01011,Y,,519287,MODAIRY,Modern Dairies Ltd.,BSE only,BSE Equity,,X,Active
2963,INE537F01012,Y,MODINATUR,519003,MODINATUR,Modi Naturals Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2964,INE219W01012,Y,,515008,MODINSU,Modern Insulators Ltd.,BSE only,BSE Equity,,XT,Active
2965,INE170C01019,Y,,503776,MODIPON,Modipon Ltd.,BSE only,BSE Equity,,X,Active
2966,INE832A01018,Y,MODIRUBBER,500890,MODIRUBBER,Modi Rubber Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2967,INE0L0L01012,Y,MODIS,543539,MODIS,Modis Navnirman Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2968,INE737D01021,Y,MODISONLTD,506261,MODISONLTD,MODISON LIMITED,NSE+BSE,NSE Mainboard,BE,T,Active
2969,INE834C01028,Y,,517336,MODMA,Modern Malleables Limited,BSE only,BSE Equity,,P,Active
2970,INE370A01019,Y,,509760,MODRNSH,Modern Shares and Stockbrokers Ltd.,BSE only,BSE Equity,,X,Active
2971,INE794W01014,Y,MODTHREAD,500282,MODTHREAD,Modern Threads (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2972,INE064R01012,Y,,504273,MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,BSE only,BSE Equity,,Z,Active
2973,INE380D01012,Y,,503772,MODWOOL,Modella Woollens Ltd.,BSE only,BSE Equity,,X,Active
2974,INE154B01023,Y,,532140,MOHITE,Mohite Industries Limited,BSE only,BSE Equity,,X,Active
2975,INE954E01012,Y,MOHITIND,531453,MOHITIND,Mohit Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2976,INE388C01017,Y,,530169,MOHITPPR,Mohit Paper Mills Ltd.,BSE only,BSE Equity,,X,Active
2977,INE490G01020,Y,MOIL,533286,MOIL,MOIL Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2978,INE514Y01020,Y,MOKSH,,,Moksh Ornaments Limited,NSE only,NSE Mainboard,EQ,,
2979,INE0CT101020,Y,MOL,543331,MOL,Meghmani Organics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2980,INE835B01035,Y,MOLDTECH,526263,MOLDTECH,Mold-Tek Technologies Limited,NSE+BSE,NSE Mainboard,BE,T,Active
2981,INE893J01029,Y,MOLDTKPAC,533080,MOLDTKPAC,Mold-Tek Packaging Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2982,INE903D01011,Y,MONARCH,511551,MONARCH,Monarch Networth Capital Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2983,INE296Q01012,Y,MONEYBOXX,538446,MONEYBOXX,Moneyboxx Finance Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2984,INE153K01018,Y,,530167,MONGIPA,Moongipa Capital Finance Ltd.,BSE only,BSE Equity,,X,Active
2985,INE0LCG01010,Y,,544451,MONIKA,MONIKA ALCOBEV LIMITED,BSE only,BSE Equity,,M,Active
2986,INE407E01029,Y,,532078,MONIND,MONIND LIMITED,BSE only,BSE Equity,,X,Active
2987,INE1DV401010,Y,MONOLITH,,,Monolithisch India Limited,NSE only,NSE SME (Emerge),SM,,
2988,INE0OIP01012,Y,MONOPHARMA,,,Mono Pharmacare Limited,NSE only,NSE SME (Emerge),SM,,
2989,INE811D01024,Y,,505343,MONOT,Monotype India Ltd.,BSE only,BSE Equity,,X,Active
2990,INE950M01013,Y,MONTECARLO,538836,MONTECARLO,Monte Carlo Fashions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2991,INE367A01015,Y,,511549,MORARKFI,Morarka Finance Ltd.,BSE only,BSE Equity,,X,Active
2992,INE083A01026,Y,MOREPENLAB,500288,MOREPENLAB,Morepen Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2993,INE902C01015,Y,,526237,MORGAN,Morgan Ventures Ltd.,BSE only,BSE Equity,,X,Active
2994,INE0N7S01028,Y,MOS,,,Mos Utility Limited,NSE only,NSE SME (Emerge),ST,,
2995,INE935B01025,Y,MOSCHIP,532407,MOSCHIP,Moschip Technologies Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2996,INE775A01035,Y,MOTHERSON,517334,MOTHERSON,Samvardhana Motherson International Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2997,INE338I01027,Y,MOTILALOFS,532892,MOTILALOFS,Motilal Oswal Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
2998,INE0FRK01020,Y,MOTISONS,544053,MOTISONS,Motisons Jewellers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
2999,INE861B01023,Y,MOTOGENFIN,501343,MOTOGENFIN,The Motor & General Finance Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3000,INE444X01014,Y,,542864,MOUNT,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,BSE only,BSE Equity,,XT,Active
3001,INE0N6D01014,Y,MOXSH,,,Moxsh Overseas Educon Limited,NSE only,NSE SME (Emerge),SM,,
3002,INE468C01017,Y,,506543,MPAGI,M.P. Agro Industries Ltd.,BSE only,BSE Equity,,X,Active
3003,INE860N01012,Y,,505797,MPCOSEMB,Mipco Seamless Rings (Gujarat) Ltd.,BSE only,BSE Equity,,X,Active
3004,INE493H01014,Y,,532723,MPDL,MPDL LIMITED,BSE only,BSE Equity,,X,Active
3005,INE0U4H01011,Y,MPEL,,,Manas Polymers and Energies Limited,NSE only,NSE SME (Emerge),ST,,
3006,INE095E01022,Y,,532470,MPFSL,MPF Systems Limited,BSE only,BSE Equity,,X,Active
3007,INE356A01018,Y,MPHASIS,526299,MPHASIS,MphasiS Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3008,INE844C01027,Y,,500450,MPILCORPL,MPIL CORPORATION LIMITED,BSE only,BSE Equity,,XT,Active
3009,INE1PJP01015,Y,,544553,MPKSTEELS,M P K STEELS (I) LIMITED,BSE only,BSE Equity,,M,Active
3010,INE343A01016,Y,,526143,MPL,MPL Plastics Limited,BSE only,BSE Equity,,X,Active
3011,INE943D01017,Y,MPSLTD,532440,MPSLTD,MPS Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3012,INE105Y01019,Y,MPTODAY,,,Madhya Pradesh Today Media Limited,NSE only,NSE SME (Emerge),SM,,
3013,INE333Y01017,Y,,540809,MRCAGRO,MRC AGROTECH LIMITED,BSE only,BSE Equity,,B,Active
3014,INE883A01011,Y,MRF,500290,MRF,MRF Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3015,INE632Q01018,Y,MRIL,,,Mahendra Realtors & Infrastructure Limited,NSE only,NSE SME (Emerge),ST,,
3016,INE0D7801012,Y,,543262,MRP,MRP Agro Limited,BSE only,BSE Equity,,M,Active
3017,INE103A01014,Y,MRPL,500109,MRPL,Mangalore Refinery and Petrochemicals Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3018,INE1RQS01010,Y,,544773,MRTX,Merritronix Limited,BSE only,BSE Equity,,M,Active
3019,INE738D01029,Y,,512065,MRUTR,Mrugesh Trading Ltd.,BSE only,BSE Equity,,XT,Active
3020,INE2B5L01011,Y,,544695,MSAFE,Msafe Equipments Limited,BSE only,BSE Equity,,MT,Active
3021,INE277E01026,Y,,513544,MSCTC,Mardia Samyoung Capillary Tubes Co.,BSE only,BSE Equity,,X,Active
3022,INE0V0L01028,Y,,544453,MSECL,Monarch Surveyors and Engineering Consultants Limited,BSE only,BSE Equity,,M,Active
3023,INE829S01016,Y,,539275,MSL,Mangalam Seeds Limited,BSE only,BSE Equity,,X,Active
3024,INE856D01011,Y,,511000,MSLGLOBAL,MSL GLOBAL LIMITED,BSE only,BSE Equity,,X,Active
3025,INE752G01015,Y,MSPL,532650,MSPL,MSP Steel & Power Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3026,INE255X01014,Y,MSTCLTD,542597,MSTCLTD,Mstc Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3027,INE0FS801015,Y,MSUMI,543498,MSUMI,Motherson Sumi Wiring India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3028,INE864I01014,Y,MTARTECH,543270,MTARTECH,Mtar Technologies Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3029,INE472M01018,Y,MTEDUCARE,534312,MTEDUCARE,MT Educare Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3030,INE1K0V01011,Y,,544751,MTL,MEHUL TELECOM LIMITED,BSE only,BSE Equity,,M,Active
3031,INE153A01019,Y,MTNL,500108,MTNL,Mahanagar Telephone Nigam Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3032,INE245H01018,Y,,540254,MTPL,MARG TECHNO PROJECTS LIMITED,BSE only,BSE Equity,,XT,Active
3033,INE967S01014,Y,,539819,MUDRA,Mudra Financial Services Ltd.,BSE only,BSE Equity,,X,Active
3034,INE08KJ01020,Y,MUFIN,542774,MUFIN,Mufin Green Finance Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
