sr,isin,is_equity,nse_symbol,bse_code,bse_ticker,company_name,listed_on,segment,nse_series,bse_group,bse_status
1429,INE937K01014,Y,,538708,ETIL,Econo Trade (India) Limited,BSE only,BSE Equity,,X,Active
1430,INE0PXC01024,Y,ETL,,,Emkay Tools Limited,NSE only,NSE SME (Emerge),SM,,
1431,INE0RHD01013,Y,ETML,,,Emerald Tyre Manufacturers Limited,NSE only,NSE SME (Emerge),SM,,
1432,INE0PYT01018,Y,,544094,EUPHORIAIT,Euphoria Infotech (India) Limited,BSE only,BSE Equity,,M,Active
1433,INE0KCE01017,Y,EUREKAFORB,543482,EUREKAFORB,Eureka Forbes Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1434,INE958A01011,Y,,521137,EUREKAI,Eureka Industries Ltd.,BSE only,BSE Equity,,XT,Active
1435,INE505V01016,Y,EUROBOND,544461,EUROBOND,Euro Panel Products Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1436,INE940E01011,Y,,526468,EUROLED,Euro Leder Fashion Ltd.,BSE only,BSE Equity,,XT,Active
1437,INE198501012,Y,EUROPRATIK,544519,EUROPRATIK,Euro Pratik Sales Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1438,INE022C01012,Y,EUROTEXIND,521014,EUROTEXIND,Eurotex Industries and Exports Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1439,INE06TD01010,Y,,542668,EVANS,EVANS ELECTRIC LIMITED,BSE only,BSE Equity,,M,Active
1440,INE128A01029,Y,EVEREADY,531508,EVEREADY,Eveready Industries India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1441,INE295A01018,Y,EVERESTIND,508906,EVERESTIND,Everest Industries Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1442,INE334C01029,Y,,524790,EVERESTO,Everest Organics Ltd.,BSE only,BSE Equity,,X,Active
1443,INE339D01034,Y,,514358,EVERFIN,EVERLON FINANCIALS LIMITED,BSE only,BSE Equity,,X,Active
1444,INE313M01030,Y,,524444,EVEXIA,EVEXIA LIFECARE LIMITED,BSE only,BSE Equity,,XT,Active
1445,INE0JVD01011,Y,,543500,EVOQ,Evoq Remedies Limited,BSE only,BSE Equity,,MT,Active
1446,INE1E4401010,Y,,544626,EXATO,EXATO TECHNOLOGIES LIMITED,BSE only,BSE Equity,,MT,Active
1447,INE369A01029,Y,EXCELINDUS,500650,EXCELINDUS,Excel Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1448,INE0Y4801011,Y,EXCELLENT,,,Excellent Wires and Packaging Limited,NSE only,NSE SME (Emerge),ST,,
1449,INE606N01019,Y,EXCELSOFT,544617,EXCELSOFT,Excelsoft Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1450,INE0O8901016,Y,,543895,EXHICON,Exhicon Events Media Solutions Limited,BSE only,BSE Equity,,M,Active
1451,INE777F01014,Y,EXICOM,544133,EXICOM,Exicom Tele-Systems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1452,INE302A01020,Y,EXIDEIND,500086,EXIDEIND,Exide Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1453,INE19I001020,Y,EXIMROUTES,,,Exim Routes Limited,NSE only,NSE SME (Emerge),SM,,
1454,INE201K01015,Y,EXPLEOSOL,533121,EXPLEOSOL,Expleo Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1455,INE335G01019,Y,,530571,EXPLICITFIN,Explicit Finance Limited,BSE only,BSE Equity,,X,Active
1456,INE561D01025,Y,,526614,EXPOEAPL,EXPO ENGINEERING AND PROJECTS LIMITED,BSE only,BSE Equity,,X,Active
1457,INE0GFE01026,Y,EXXARO,543327,EXXARO,Exxaro Tiles Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1458,INE750G01019,Y,,512099,EY,EYANTRA VENTURES LIMITED,BSE only,BSE Equity,,XT,Active
1459,INE0Q9W01015,Y,,544164,FAALCON,Faalcon Concepts Limited,BSE only,BSE Equity,,MT,Active
1460,INE0HSD01011,Y,,544332,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOMS LIMITED,BSE only,BSE Equity,,MT,Active
1461,INE0DRT01018,Y,,543444,FABINO,FABINO ENTERPRISES LIMITED,BSE only,BSE Equity,,MT,Active
1462,INE0HF201011,Y,FABTECH,544558,FABTECH,Fabtech Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1463,INE828G01013,Y,,532656,FACORALL,FACOR Alloys Limited,BSE only,BSE Equity,,XT,Active
1464,INE188A01015,Y,FACT,590024,FACT,Fertilizers and Chemicals Travancore Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1465,INE0DNW01011,Y,FAIRCHEMOR,543252,FAIRCHEMOR,Fairchem Organics Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1466,INE0PQK01013,Y,FALCONTECH,,,Falcon Technoprojects India Limited,NSE only,NSE SME (Emerge),SM,,
1467,INE146N01016,Y,,516110,FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,BSE only,BSE Equity,,X,Active
1468,INE963C01033,Y,FAZE3Q,530079,FAZE3Q,Faze Three Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1469,INE045J01034,Y,FCL,533333,FCL,Fineotex Chemical Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1470,INE512B01022,Y,FCSSOFT,532666,FCSSOFT,FCS Software Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1471,INE258B01022,Y,FDC,531599,FDC,FDC Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1472,INE417D01020,Y,FEDDERSHOL,511628,FEDDERSHOL,Fedders Holding Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1473,INE171A01029,Y,FEDERALBNK,500469,FEDERALBNK,The Federal Bank  Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1474,INE007N01010,Y,FEDFINA,544027,FEDFINA,Fedbank Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1475,INE623B01027,Y,FEL,523574,FEL,Future Enterprises Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
1476,IN9623B01058,Y,FELDVR,570002,FELDVR,Future Enterprises Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
1477,INE901X01013,Y,FELIX,,,Felix Industries Limited,NSE only,NSE SME (Emerge),SM,,
1478,INE225B01021,Y,FERMENTA,506414,FERMENTA,Fermenta Biotech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1479,INE258M01011,Y,,533896,FERVENTSYN,Fervent Synergies Limited,BSE only,BSE Equity,,X,Active
1480,INE617C01027,Y,,513579,FFPL,Foundry Fuel Products Ltd.,BSE only,BSE Equity,,Z,Active
1481,INE512A01016,Y,,500142,FGP,FGP Ltd,BSE only,BSE Equity,,X,Active
1482,INE296C01020,Y,FIBERWEB,507910,FIBERWEB,Fiberweb (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1483,INE0LQQ01019,Y,FIDEL,,,Fidel Softech Limited,NSE only,NSE SME (Emerge),SM,,
1484,INE737H01014,Y,FIEMIND,532768,FIEMIND,Fiem Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1485,INE1W3Q01011,Y,,544707,FIL,Fractal Industries Limited,BSE only,BSE Equity,,M,Active
1486,INE816B01035,Y,FILATEX,526227,FILATEX,Filatex India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1487,INE185E01021,Y,FILATFASH,532022,FILATFASH,Filatex Fashions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1488,INE600B01033,Y,,531486,FILME,Filmcity Media Ltd.,BSE only,BSE Equity,,X,Active
1489,INE541R01019,Y,,539098,FILTRA,Filtra Consultants and Engineers Limited,BSE only,BSE Equity,,M,Active
1490,INE589N01017,Y,,531191,FILTRON,Filtron Engineers Ltd.,BSE only,BSE Equity,,XT,Active
1491,INE0EDU01014,Y,FINBUD,,,Finbud Financial Services Limited,NSE only,NSE SME (Emerge),SM,,
1492,INE235A01022,Y,FINCABLES,500144,FINCABLES,Finolex Cables Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1493,INE087E01011,Y,,517264,FINELINE,Fine-line Circuits Ltd.,BSE only,BSE Equity,,X,Active
1494,INE686Y01026,Y,FINEORG,541557,FINEORG,Fine Organic Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1495,INE734I01027,Y,FINKURVE,508954,FINKURVE,Finkurve Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1496,INE02NC01014,Y,FINOPB,543386,FINOPB,Fino Payments Bank Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1497,INE183A01024,Y,FINPIPE,500940,FINPIPE,Finolex Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1498,INE02RE01045,Y,FIRSTCRY,544226,FIRSTCRY,Brainbees Solutions Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1499,INE683B01047,Y,,532379,FIRSTFIN,FIRST FINTEC LIMITED,BSE only,BSE Equity,,X,Active
1500,INE771F01041,Y,FISCHER,524743,FISCHER,Fischer Medical Ventures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1501,INE128S01021,Y,FIVESTAR,543663,FIVESTAR,Five-Star Business Finance Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1502,INE00Y201027,Y,FLAIR,544030,FLAIR,Flair Writing Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1503,INE954B01018,Y,,523672,FLEXFO,Flex Foods Ltd.,BSE only,BSE Equity,,X,Active
1504,INE060J01017,Y,FLEXITUFF,533638,FLEXITUFF,Flexituff Ventures International Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1505,INE452O01016,Y,FLFL,536507,FLFL,Future Lifestyle Fashions Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
1506,INE952M01019,Y,,504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITED,BSE only,BSE Equity,,X,Active
1507,INE318U01016,Y,,540267,FLORACORP,Flora Corporation Limited,BSE only,BSE Equity,,X,Active
1508,INE459C01016,Y,,522017,FLUIDOM,Fluidomat Ltd.,BSE only,BSE Equity,,X,Active
1509,INE09N301011,Y,FLUOROCHEM,542812,FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1510,INE0VCK01011,Y,FLYSBS,,,FlySBS Aviation Limited,NSE only,NSE SME (Emerge),SM,,
1511,INE108T01021,Y,,539552,FMEC,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,BSE only,BSE Equity,,XT,Active
1512,INE529A01010,Y,FMGOETZE,505744,FMGOETZE,Federal-Mogul Goetze (India) Limited.,NSE+BSE,NSE Mainboard,EQ,B,Active
1513,INE360L01017,Y,FMNL,533296,FMNL,Future Market Networks Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1514,INE0I7D01019,Y,FOCE,,,Foce India Limited,NSE only,NSE SME (Emerge),SM,,
1515,INE593W01028,Y,FOCUS,,,Focus Lighting and Fixtures Limited,NSE only,NSE Mainboard,BE,,
1516,INE0DXR01010,Y,,543312,FOCUS,Focus Business Solution Limited,BSE only,BSE Equity,,M,Active
1517,INE0L3H01014,Y,,543521,FONE4,Fone4 Communications (India) Limited,BSE only,BSE Equity,,M,Active
1518,INE0Q4701019,Y,FONEBOX,,,Fonebox Retail Limited,NSE only,NSE SME (Emerge),SM,,
1519,INE976E01023,Y,FOODSIN,507552,FOODSIN,Foods & Inns Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1520,INE518A01013,Y,,502865,FORBESCO,Forbes & Company Ltd,BSE only,BSE Equity,,X,Active
1521,INE0U2501017,Y,FORCAS,,,Forcas Studio Limited,NSE only,NSE SME (Emerge),ST,,
1522,INE451A01017,Y,FORCEMOT,500033,FORCEMOT,FORCE MOTORS LTD,NSE+BSE,NSE Mainboard,EQ,A,Active
1523,INE0YKW01013,Y,FORGEAUTO,,,Forge Auto International Limited,NSE only,NSE SME (Emerge),SM,,
1524,INE501D01013,Y,,530213,FORINTL,Fortune International Ltd.,BSE only,BSE Equity,,X,Active
1525,INE061F01013,Y,FORTIS,532843,FORTIS,Fortis Healthcare Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1526,INE842B01015,Y,,523696,FORTISMLR,Fortis Malar Hospitals Limited,BSE only,BSE Equity,,X,Active
1527,INE599F01020,Y,,523160,FOSECOC,FOSECO CRUCIBLE INDIA LIMITED,BSE only,BSE Equity,,X,Active
1528,INE519A01011,Y,FOSECOIND,500150,FOSECOIND,Foseco India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1529,INE212S01015,Y,FRACTAL,544700,FRACTAL,Fractal Analytics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1530,INE399S01010,Y,,539839,FRANKLIN,Franklin Leasing and Finance Limited,BSE only,BSE Equity,,M,Active
1531,INE789R01022,Y,,540190,FRANKLININD,Franklin Industries Limited,BSE only,BSE Equity,,X,Active
1532,INE184Q01010,Y,,539032,FRASER,Fraser And Company Limited,BSE only,BSE Equity,,X,Active
1533,INE401Z01019,Y,,541741,FRATELLI,Fratelli Vineyards Limited,BSE only,BSE Equity,,X,Active
1534,INE194R01017,Y,,539730,FREDUN,Fredun Pharmaceuticals Limited,BSE only,BSE Equity,,X,Active
1535,INE0SFW01015,Y,FRESHARA,,,Freshara Agro Exports Limited,NSE only,NSE SME (Emerge),ST,,
1536,INE385O01018,Y,FROG,,,Frog Innovations Limited,NSE only,NSE SME (Emerge),ST,,
1537,INE977E01013,Y,,508980,FRONTCAP,Frontier Capital Limited,BSE only,BSE Equity,,X,Active
1538,INE092D01013,Y,,532042,FRONTCORP,Frontline Corporation Limited,BSE only,BSE Equity,,X,Active
1539,INE776R01011,Y,,531685,FRONTFN,Frontline Financial Services Ltd.,BSE only,BSE Equity,,XT,Active
1540,INE572D01014,Y,FRONTSP,522195,FRONTSP,Frontier Springs Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1541,INE836C01015,Y,,538568,FRUTION,Fruition Venture Limited,BSE only,BSE Equity,,XT,Active
1542,INE684F01012,Y,FSL,532809,FSL,Firstsource Solutions Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1543,INE0QOQ01013,Y,,544173,FTL,Finelistings Technologies Limited,BSE only,BSE Equity,,M,Active
1544,INE365H01014,Y,,530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMITED,BSE only,BSE Equity,,XT,Active
1545,INE139R01012,Y,FUSION,543652,FUSION,Fusion Finance Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1546,INE241F01011,Y,,534063,FUTSOL,Futuristic Solutions Ltd.,BSE only,BSE Equity,,X,Active
1547,INE425D01015,Y,,523113,FUTURSEC,Futuristic Securities Ltd,BSE only,BSE Equity,,X,Active
1548,INE0SQZ01015,Y,FWSTC,,,Flywings Simulator Training Centre Limited,NSE only,NSE SME (Emerge),SM,,
1549,INE455H01021,Y,,507962,FYNX,FYNX CAPITAL LIMITED,BSE only,BSE Equity,,X,Active
1550,INE524A01029,Y,GABRIEL,505714,GABRIEL,Gabriel India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1551,INE036B01030,Y,GAEL,524226,GAEL,Gujarat Ambuja Exports Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1552,INE076D01016,Y,,524624,GAGAN,Gagan Gases Ltd.,BSE only,BSE Equity,,XT,Active
1553,INE129A01019,Y,GAIL,532155,GAIL,GAIL (India) Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1554,INE0QTE01018,Y,GAJANAND,,,Gajanand International Limited,NSE only,NSE SME (Emerge),SM,,
1555,INE868G01019,Y,,538609,GAJANANSEC,Gajanan Securities Services Ltd.,BSE only,BSE Equity,,X,Active
1556,INE906Y01028,Y,,542802,GALACTICO,Galactico Corporate Services Limited,BSE only,BSE Equity,,B,Active
1557,INE255C01026,Y,,504697,GALADA,Galada Power & Communication Ltd.,BSE only,BSE Equity,,XT,Active
1558,INE243E01010,Y,,538881,GALADAFIN,Galada Finance Limited,BSE only,BSE Equity,,XT,Active
1559,INE803L01016,Y,,531911,GALAGEX,Galaxy Agrico Exports Ltd.,BSE only,BSE Equity,,X,Active
1560,INE0RE001014,Y,GALAPREC,544244,GALAPREC,Gala Precision Engineering Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1561,INE600K01018,Y,GALAXYSURF,540935,GALAXYSURF,Galaxy Surfactants Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1562,INE297H01019,Y,GALLANTT,532726,GALLANTT,Gallantt Ispat Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1563,INE0BUQ01012,Y,,544616,GALLARD,Gallard Steel Limited,BSE only,BSE Equity,,M,Active
1564,INE755J01012,Y,,531902,GALLOPENT,Gallops Enterprise  Limited,BSE only,BSE Equity,,XT,Active
1565,INE020S01012,Y,,526073,GALXBRG,Galaxy Bearings Ltd.,BSE only,BSE Equity,,XT,Active
1566,INE890S01026,Y,,540097,GAMCO,GAMCO LIMITED,BSE only,BSE Equity,,X,Active
1567,INE717W01049,Y,GANDHAR,544029,GANDHAR,Gandhar Oil Refinery (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1568,INE524B01027,Y,GANDHITUBE,513108,GANDHITUBE,Gandhi Special Tubes Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1569,INE845D01014,Y,GANECOS,514167,GANECOS,Ganesha Ecosphere Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1570,INE388A01029,Y,GANESHBE,500153,GANESHBE,Ganesh Benzoplast Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1571,INE652V01016,Y,GANESHCP,544528,GANESHCP,Ganesh Consumer Products Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1572,INE460C01014,Y,GANESHHOU,526367,GANESHHOU,GANESH HOUSING LIMITED,NSE+BSE,NSE Mainboard,EQ,B,Active
1573,INE0TVT01024,Y,GANESHIN,,,Ganesh Infraworld Limited,NSE only,NSE SME (Emerge),ST,,
1574,INE0ZI101018,Y,GANGABATH,,,Ganga Bath Fittings Limited,NSE only,NSE SME (Emerge),SM,,
1575,INE691Z01023,Y,GANGAFORGE,,,Ganga Forging Limited,NSE only,NSE Mainboard,EQ,,
1576,INE278O01015,Y,,531813,GANGAPA,Ganga Papers India Ltd,BSE only,BSE Equity,,XT,Active
1577,INE615T01017,Y,,539680,GANGAPHARM,Ganga Pharmaceuticals Limited,BSE only,BSE Equity,,M,Active
1578,INE335W01016,Y,GANGESSECU,540647,GANGESSECU,Ganges Securities Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1579,INE932M01011,Y,,504397,GANHOLD,Ganesh Holding Ltd.,BSE only,BSE Equity,,XT,Active
1580,INE162L01017,Y,,512443,GANONPRO,Ganon Products Limited,BSE only,BSE Equity,,X,Active
1581,INE369Q01017,Y,,539041,GANVERSE,GANESHA ECOVERSE LIMITED,BSE only,BSE Equity,,MT,Active
1582,INE721C01019,Y,,539492,GARBIFIN,Garbi Finvest Limited,BSE only,BSE Equity,,X,Active
1583,INE276A01018,Y,GARFIBRES,509557,GARFIBRES,Garware Technical Fibres Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1584,INE194E01015,Y,,530615,GARGFUR,Garg Furnace Ltd.,BSE only,BSE Equity,,X,Active
1585,INE0NT601018,Y,,543709,GARGI,PNGS GARGI FASHION JEWELLERY LIMITED,BSE only,BSE Equity,,M,Active
1586,INE653S01028,Y,,539216,GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMITED,BSE only,BSE Equity,,X,Active
1587,INE797D01017,Y,,526727,GARNET,Garnet Construction Ltd.,BSE only,BSE Equity,,X,Active
1588,INE590B01010,Y,,512493,GARNETINT,Garnet International Limited,BSE only,BSE Equity,,X,Active
1589,INE0JVO01026,Y,GARUDA,544271,GARUDA,Garuda Construction and Engineering Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1590,INE925D01014,Y,,509563,GARWAMAR,Garware Marine Industries Ltd.,BSE only,BSE Equity,,X,Active
1591,INE446C01013,Y,,501848,GARWAOFFS,GARWARE OFFSHORE SERVICES LIMITED,BSE only,BSE Equity,,X,Active
1592,INE340D01016,Y,,514400,GARWSYN,Garware Synthetics Ltd.,BSE only,BSE Equity,,X,Active
1593,INE224E01028,Y,GATECH,531723,GATECH,GACM Technologies Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1594,INE224E01036,Y,GATECHDVR,570005,GATECHDVR,GACM Technologies Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1595,INE079J01017,Y,GATEWAY,543489,GATEWAY,Gateway Distriparks Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1596,INE0P8B01020,Y,GAUDIUMIVF,544709,GAUDIUMIVF,Gaudium IVF and Women Health Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1597,INE287Z01012,Y,GAYAHWS,541546,GAYAHWS,Gayatri Highways Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1598,INE336H01023,Y,GAYAPROJ,532767,GAYAPROJ,Gayatri Projects Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1599,INE622E01023,Y,,532183,GAYATRI,Gayatri Sugars Ltd.,BSE only,BSE Equity,,X,Active
1600,INE052E01015,Y,,524564,GAYATRIBI,Gayatri BioOrganics Ltd,BSE only,BSE Equity,,X,Active
1601,INE997C01015,Y,,538787,GBFL,Goenka Business & Finance Limited,BSE only,BSE Equity,,X,Active
1602,INE377M01043,Y,,531463,GBLINFRA,Global Infratech & Finance limited,BSE only,BSE Equity,,XT,Active
1603,INE0RWU01016,Y,,544348,GBLOGISTIC,GB Logistics Commerce Limited,BSE only,BSE Equity,,M,Active
1604,INE12E301017,Y,GCHOTELS,,,Grand Continent Hotels Limited,NSE only,NSE SME (Emerge),ST,,
1605,INE191P01017,Y,,538319,GCMCAPI,GCM Capital Advisors Limited,BSE only,BSE Equity,,MT,Active
1606,INE200P01016,Y,,535917,GCMCOMM,GCM Commodity & Derivatives Limited,BSE only,BSE Equity,,M,Active
1607,INE168O01026,Y,,535431,GCMSECU,GCM Securities Limited,BSE only,BSE Equity,,B,Active
1608,INE0QHY01011,Y,,544156,GCONNECT,Gconnect Logitech and Supply Chain Limited,BSE only,BSE Equity,,M,Active
1609,INE199P01028,Y,GCSL,543324,GCSL,Gretex Corporate Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1610,INE425H01016,Y,,512091,GDIL,GLOBAL DEFENCE INDUSTRIES LIMITED,BSE only,BSE Equity,,XT,Active
1611,INE545E01018,Y,,530855,GDLLEAS,GDL Leasing & Finance ltd.,BSE only,BSE Equity,,XT,Active
1612,INE064H01021,Y,,504028,GEE,GEE Ltd.,BSE only,BSE Equity,,XT,Active
1613,INE916G01016,Y,GEECEE,532764,GEECEE,GeeCee Ventures Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1614,INE669X01032,Y,GEEKAYWIRE,,,Geekay Wires Limited,NSE only,NSE Mainboard,EQ,,
1615,INE721X01023,Y,,540613,GEL,Gautam Exim Limited,BSE only,BSE Equity,,M,Active
1616,INE06XZ01023,Y,GEMAROMA,544491,GEMAROMA,Gem Aromatics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1617,INE0RUJ01013,Y,,544199,GEMENVIRO,GEM Enviro Management Limited,BSE only,BSE Equity,,M,Active
1618,INE503D01027,Y,,531137,GEMSI,Gemstone Investments Ltd.,BSE only,BSE Equity,,X,Active
1619,INE165F01020,Y,,521133,GEMSPIN,Gem Spinners India Ltd,BSE only,BSE Equity,,P,Active
1620,INE854S01022,Y,GENCON,539407,GENCON,Generic Engineering Construction and Projects Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1621,INE727B01026,Y,GENESYS,506109,GENESYS,Genesys International Corporation Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1622,INE509C01026,Y,,531739,GENNEX,Gennex Laboratories Ltd,BSE only,BSE Equity,,X,Active
1623,INE861N01036,Y,,531592,GENPHARMA,GENPHARMASEC LIMITED,BSE only,BSE Equity,,X,Active
1624,INE06H201014,Y,GENSOL,542851,GENSOL,Gensol Engineering Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
1625,INE949P01018,Y,GENUSPAPER,538961,GENUSPAPER,Genus Paper & Boards Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1626,INE955D01029,Y,GENUSPOWER,530343,GENUSPOWER,Genus Power Infrastructures Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1627,INE256D01014,Y,,532425,GENUSPRIME,GENUS PRIME INFRA LIMITED,BSE only,BSE Equity,,X,Active
1628,INE1W0N01014,Y,GENXAI,,,GenXAI Analytics Limited,NSE only,NSE SME (Emerge),SM,,
1629,INE007B01023,Y,GEOJITFSL,532285,GEOJITFSL,Geojit Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1630,INE017A01032,Y,GESHIP,500620,GESHIP,The Great Eastern Shipping Company Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1631,INE0H1201020,Y,,543372,GETALONG,Getalong Enterprise Limited,BSE only,BSE Equity,,MT,Active
1632,INE538A01037,Y,GFLLIMITED,500173,GFLLIMITED,GFL Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1633,INE493B01017,Y,,531399,GGAUTO,G.G.Automotive Gears Ltd.,BSE only,BSE Equity,,X,Active
1634,INE0R8C01018,Y,GGBL,,,Ganesh Green Bharat Limited,NSE only,NSE SME (Emerge),SM,,
1635,INE631D01026,Y,,505250,GGDPROP,G. G. Dandekar Properties Limited,BSE only,BSE Equity,,X,Active
1636,INE063Z01017,Y,,540936,GGL,Gautam Gems Limited,BSE only,BSE Equity,,X,Active
1637,INE480S01026,Y,,539228,GGPL,Gala Global Products Limited,BSE only,BSE Equity,,Z,Active
1638,INE539A01019,Y,GHCL,500171,GHCL,GHCL Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1639,INE0PA801013,Y,GHCLTEXTIL,543918,GHCLTEXTIL,GHCL Textiles Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1640,INE009U01011,Y,,539864,GHUSHINE,Ghushine Fintrrade Ocean Limited,BSE only,BSE Equity,,MT,Active
1641,INE809Q01020,Y,,505504,GHVINFRA,GHV INFRA PROJECTS LIMITED,BSE only,BSE Equity,,XT,Active
1642,INE063601012,Y,,542918,GIANLIFE,Gian Life Care Limited,BSE only,BSE Equity,,Z,Active
1643,INE289B01019,Y,GICHSGFIN,511676,GICHSGFIN,GIC Housing Finance Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1644,INE947T01022,Y,GICL,,,Globe International Carriers Limited,NSE only,NSE Mainboard,EQ,,
1645,INE481Y01014,Y,GICRE,540755,GICRE,General Insurance Corporation of India,NSE+BSE,NSE Mainboard,EQ,A,Active
1646,INE918C01029,Y,,538788,GILADAFINS,Gilada Finance & Investments Ltd.,BSE only,BSE Equity,,X,Active
1647,INE047B01011,Y,GILLANDERS,532716,GILLANDERS,Gillanders Arbuthnot & Company Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
1648,INE322A01010,Y,GILLETTE,507815,GILLETTE,Gillette India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
1649,INE548B01018,Y,,531744,GINISILK,Gini Silk Mills Ltd.,BSE only,BSE Equity,,X,Active
1650,INE424C01010,Y,GINNIFILA,590025,GINNIFILA,Ginni Filaments Limited,NSE+BSE,NSE Mainboard,BE,T,Active
1651,INE162A01010,Y,GIPCL,517300,GIPCL,Gujarat Industries Power Company Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
